# review_id = validation:DTT-1945-05-17-a-i0072#match-0:799b6927d5131998
# document_id = DTT-1945-05-17-a-i0072#match-0
# split = validation
# action = manual_correction
# context = , die für Rußland bestimmt sind. Die jugoslawische Nachrichtenagentur dementiert die Verfolgung von Italienern Triest, 16. Mai. ( Tan-Jug.) Italienische Imperialisten erfinden nach den Rezepten der faschistischen
—	O	O
On	O	O
mande	O	O
de	O	O
Londres	O	O
au	O	O
c	O	O
Journal	O	O
>	O	O
:	O	O
Dans	O	O
sa	O	O
séance	O	O
de	O	O
clôture	O	O
de	O	O
vendredi	O	O
,	O	O
la	O	O
conférence	O	O
du	O	O
.	O	O
.	O	O
parti	O	O
conservateur	O	O
J	O	O
.	O	O
voté	O	O
plusieurs	O	O
résolutions	O	O
et	O	O
notamment	O	O
une	O	O
proposition	O	O
réprouvant	O	O
énergiquement	O	O
les	O	O
agissements	O	O
des	O	O
communistes	O	O
en	O	O
Grande	O	O
-	O	O
Bretagne	O	O
.	O	O
Les	O	O
communistes	O	O
manifestent	O	O
au	O	O
Danemark	O	O
PARIS	O	O
,	O	O
9	O	O
(	O	O
Havas	B-org.ent.pressagency.havas	B-org.ent.pressagency.havas
)	O	O
.	O	O
—	O	O
Une	O	O
dépêche	O	O
de	O	O
Copenhague	O	O
au	O	O
<	O	O
Journal	O	O
>	O	O
signale	O	O
qu	O	O
'	O	O
une	O	O
manifestation	O	O
communiste	O	O
a	O	O
eu	O	O
lieu	O	O
vendredi	O	O
au	O	O
Théâtre	O	O
royal	O	O
où	O	O
l	O	O
'	O	O
on	O	O
donnait	O	O
une	O	O
réunion	O	O
de	O	O
gala	O	O
en	O	O
l	O	O
'	O	O
honneur	O	O
de	O	O
M	O	O
.	O	O
Relander	O	O
,	O	O
président	O	O
de	O	O
l	O	O
'	O	O
Etat	O	O
de	O	O
Finlande	O	O
.	O	O
Le	O	O
roi	O	O
et	O	O
la	O	O
reine	O	O
du	O	O
Danemark	O	O
y	O	O
assistaient	O	O
.	O	O
Les	O	O
communistes	O	O
ont	O	O
sifflé	O	O
l	O	O
'	O	O
hymne	O	O
national	O	O
,	O	O
conspué	O	O
le	O	O
président	O	O
Relander	O	O
et	O	O
lancé	O	O
des	O	O
tracts	O	O
injurieux	O	O
.	O	O
Une	O	O
douzaine	O	O
de	O	O
communistes	O	O
ont	O	O
été	O	O
arrêtés	O	O
.	O	O
Violent	O	O
incendie	O	O
à	O	O
Moscou	O	O
BERLIN	O	O
,	O	O
9	O	O
(	O	O
Agence	O	O
)	O	O
.	O	O
—	O	O
Dans	O	O
un	O	O
faubourg	O	O
de	O	O
Moscou	O	O
,	O	O
un	O	O
incendie	O	O
a	O	O
détruit	O	O
vendredi	O	O
quatre	O	O
immeubles	O	O
.	O	O
Six	O	O
personnes	O	O
ont	O	O
péri	O	O
dans	O	O
les	O	O
flammes	O	O
et	O	O
près	O	O
de	O	O
cent	O	O
individus	O	O
sont	O	O
sans	O	O
abri	O	O
.	O	O
On	O	O
croit	O	O
que	O	O
l	O	O
'	O	O
incendie	O	O
est	O	O
dû	O	O
à	O	O
une	O	O
main	O	O
criminelle	O	O
.	O	O
Les	O	O
procédés	O	O
américains	O	O
AIKEN	O	O
,	O	O
9	O	O
(	O	O
Havas	B-org.ent.pressagency.havas	B-org.ent.pressagency.havas
)	O	O
.	O	O
—	O	O
A	O	O
Aiken	O	O
(	O	O
Californie	O	O
du	O	O
sud	O	O
)	O	O
,	O	O
la	O	O
foule	O	O
a	O	O
envahi	O	O
une	O	O
prison	O	O
où	O	O
se	O	O
trouvaient	O	O
trois	O	O
noirs	O	O
,	O	O
une	O	O
femme	O	O
et	O	O
deux	O	O
hommes	O	O
qu	O	O
'	O	O
elle	O	O
a	O	O
fusillés	O	O
.	O	O
Ces	O	O
derniers	O	O
avaient	O	O
été	O	O
condamnés	O	O
pour	O	O
crime	O	O
et	O	O
allaient	O	O
être	O	O
jugés	O	O
à	O	O
nouveau	O	O
.	O	O
Paquebot	O	O
contre	O	O
remorqueur	O	O
LE	O	O
HAVRE	O	O
,	O	O
9	O	O
(	O	O
Havàs	B-org.ent.pressagency.havas	B-org.ent.pressagency.havas
)	O	O
.	O	O
—	O	O
Vendredi	O	O
soir	O	O
,	O	O
vers	O	O
11	O	O

# review_id = validation:EXP-1955-03-30-a-i0176:e7174c74dd029b51
# document_id = EXP-1955-03-30-a-i0176
# split = validation
# action = removed_displayed_spans
# notes = q
# context = une conférence à quatre LONDRES, 29 (Reuter). — Sir Winston Churchill a déolaré hier à la Chambre des communes que les chances de réunir une conférence des quatre puissances ont pris une « tournure heureuse » ces derniers temps. Le ministre a ajouté : « Je n'ai pas changé d'avis. Une conférence à l'échelon le plus élevé, sans ordre du jour, peut contribuer à résoudre les problèmes en suspens dans le monde. Les chances de succès seront plus grandes si l'initiative vient « d'en haut ». Cependant, jusqu'à présent, les chefs de gouvernements n'ont pas approuvé cette façon de voir. » M. Hansen, président du Conseil danois, trouve bonne l'idée d'une zone européenne neutre '¦ BONN, 29 (O. P. A.). — Le premier
TOKEN	BEFORE_NERTAG	AFTER_NERTAG
une	O	O
conférence	O	O
à	O	O
quatre	O	O
LONDRES	O	O
,	O	O
29	O	O
(	O	O
Reuter	B-org.ent.pressagency.reuters	B-org.ent.pressagency.reuters
)	O	O
.	O	O
—	O	O
Sir	O	O
Winston	O	O
Churchill	O	O
a	O	O
déolaré	O	O
hier	O	O
à	O	O
la	O	O
Chambre	O	O
des	O	O
communes	O	O
que	O	O
les	O	O
chances	O	O
de	O	O
réunir	O	O
une	O	O
conférence	O	O
des	O	O
quatre	O	O
puissances	O	O
ont	O	O
pris	O	O
une	O	O
«	O	O
tournure	O	O
heureuse	O	O
»	O	O
ces	O	O
derniers	O	O
temps	O	O
.	O	O
Le	O	O
ministre	O	O
a	O	O
ajouté	O	O
:	O	O
«	O	O
Je	O	O
n	O	O
'	O	O
ai	O	O
pas	O	O
changé	O	O
d	O	O
'	O	O
avis	O	O
.	O	O
Une	O	O
conférence	O	O
à	O	O
l	O	O
'	O	O
échelon	O	O
le	O	O
plus	O	O
élevé	O	O
,	O	O
sans	O	O
ordre	O	O
du	O	O
jour	O	O
,	O	O
peut	O	O
contribuer	O	O
à	O	O
résoudre	O	O
les	O	O
problèmes	O	O
en	O	O
suspens	O	O
dans	O	O
le	O	O
monde	O	O
.	O	O
Les	O	O
chances	O	O
de	O	O
succès	O	O
seront	O	O
plus	O	O
grandes	O	O
si	O	O
l	O	O
'	O	O
initiative	O	O
vient	O	O
«	O	O
d	O	O
'	O	O
en	O	O
haut	O	O
»	O	O
.	O	O
Cependant	O	O
,	O	O
jusqu	O	O
'	O	O
à	O	O
présent	O	O
,	O	O
les	O	O
chefs	O	O
de	O	O
gouvernements	O	O
n	O	O
'	O	O
ont	O	O
pas	O	O
approuvé	O	O
cette	O	O
façon	O	O
de	O	O
voir	O	O
.	O	O
»	O	O
M	O	O
.	O	O
Hansen	O	O
,	O	O
président	O	O
du	O	O
Conseil	O	O
danois	O	O
,	O	O
trouve	O	O
bonne	O	O
l	O	O
'	O	O
idée	O	O
d	O	O
'	O	O
une	O	O
zone	O	O
européenne	O	O
neutre	O	O
'	O	O
¦	O	O
BONN	O	O
,	O	O
29	O	O
(	O	O
O	O	O
.	O	O
P	O	O
.	O	O
A	O	O
.	O	O
)	O	O
.	O	O
—	O	O
Le	O	O
premier	O	O

# review_id = validation:EXP-1989-02-02-a-i0315:c8879a6fa9e476fd
# document_id = EXP-1989-02-02-a-i0315
# split = validation
# action = ignored
# context = TV j VRENI SCHNEIDER-Hop Suisse ! ap 18.45 Ski alpin. Championnats du monde.
TOKEN	BEFORE_NERTAG	AFTER_NERTAG
TV	O	O
j	O	O
VRENI	O	O
SCHNEIDER	O	O
-	O	O
Hop	O	O
Suisse	O	O
!	O	O
ap	B-org.ent.pressagency.ap	B-org.ent.pressagency.ap
18.45	O	O
Ski	O	O
alpin	O	O
.	O	O
Championnats	O	O
du	O	O
monde	O	O
.	O	O

# review_id = validation:EXP-1999-06-03-a-i0122:25de16a7c5c71a4e
# document_id = EXP-1999-06-03-a-i0122
# split = validation
# action = manual_correction
# context = des comptes à l'étranger. / ats-af p Bagdad Toxiques laissés par l'Unscom Le Conseil de sécurité de l'ONU s'est réuni d'urgence mardi à la demande de la Russie. Celle-ci est « alarmée » par le fait que les inspecteurs en désarmement de l'ONU avaient abandonné des substances toxiques clans leurs locaux à Bagdad, ont indiqué des diplomates. L'ambassadeur russe à l'ONU, Sergueï Lavrov, a affirmé devant le Conseil que l'Unscom avait entreposé de « dangereuses substances toxiques au cœur même de Bagdad » qui avait été la cible en décembre dernier de frappes américaines et britanniques. Un expert de l'ONU a indiqué qu'il s'agissait d'échantillons de référence. Ces produits avaient été laissés sur place à Bagdad car les inspecteurs pensaient pouvoir revenir rapidement en Irak, a dit cet expert. / afp Munich Le Pen à l'amende Le leader d'extrême droite français Jean-Marie Le Pen a été condamné hier pour incitation à la haine raciale par un tribunal. de Munich. II avait qualifié les chambres à gaz de « détail » de l'histoire. Le président du Front national a été condamné à une amende, a annoncé hier un procureur de Munich, Manfred Wick. Ce dernier n'en a pas précisé le montant, la procédure n'étant pas blique. Cependant, Me Georges-Paul Wagner, l'un des avocats de M. Le Pen, a déclaré à I'Associated Press à Paris que cette amende atteignait un montant équivalant à quelque 45.000 FF. (11.000 francs suisses). / ats-afp-ap Etats-Unis Accident d'avion Plusieurs personnes ont perdu la vie dans l'accident d'un avion aux Etats-Unis. Un McDonnell Douglas de la compagnie American Airlines a quitté la piste à l'atterrissage à Little Rock dans l'Arkansas. L'appareil, en provenance de Dallas (Texas) s'est posé et pour une raison inconnue a quitté la piste et s'est brisé en plusieurs morceaux. Lors d'une conférence dé presse, la compagnie aérienne a annoncé hier que plusieurs personnes étaient décédées des suites de cet accident, sans pouvoir en préciser le nombre. L'avion transportait 139 passagers et 6 membres d'équipage. / ats-afp
TOKEN	BEFORE_NERTAG	AFTER_NERTAG
des	O	O
comptes	O	O
à	O	O
l	O	O
'	O	O
étranger	O	O
.	O	O
/	O	O
ats	B-org.ent.pressagency.ats-sda	B-org.ent.pressagency.ats-sda
-	O	O
af	B-org.ent.pressagency.afp	B-org.ent.pressagency.afp
p	O	O
Bagdad	O	O
Toxiques	O	O
laissés	O	O
par	O	O
l	O	O
'	O	O
Unscom	O	O
Le	O	O
Conseil	O	O
de	O	O
sécurité	O	O
de	O	O
l	O	O
'	O	O
ONU	O	O
s	O	O
'	O	O
est	O	O
réuni	O	O
d	O	O
'	O	O
urgence	O	O
mardi	O	O
à	O	O
la	O	O
demande	O	O
de	O	O
la	O	O
Russie	O	O
.	O	O
Celle	O	O
-	O	O
ci	O	O
est	O	O
«	O	O
alarmée	O	O
»	O	O
par	O	O
le	O	O
fait	O	O
que	O	O
les	O	O
inspecteurs	O	O
en	O	O
désarmement	O	O
de	O	O
l	O	O
'	O	O
ONU	O	O
avaient	O	O
abandonné	O	O
des	O	O
substances	O	O
toxiques	O	O
clans	O	O
leurs	O	O
locaux	O	O
à	O	O
Bagdad	O	O
,	O	O
ont	O	O
indiqué	O	O
des	O	O
diplomates	O	O
.	O	O
L	O	O
'	O	O
ambassadeur	O	O
russe	O	O
à	O	O
l	O	O
'	O	O
ONU	O	O
,	O	O
Sergueï	O	O
Lavrov	O	O
,	O	O
a	O	O
affirmé	O	O
devant	O	O
le	O	O
Conseil	O	O
que	O	O
l	O	O
'	O	O
Unscom	O	O
avait	O	O
entreposé	O	O
de	O	O
«	O	O
dangereuses	O	O
substances	O	O
toxiques	O	O
au	O	O
cœur	O	O
même	O	O
de	O	O
Bagdad	O	O
»	O	O
qui	O	O
avait	O	O
été	O	O
la	O	O
cible	O	O
en	O	O
décembre	O	O
dernier	O	O
de	O	O
frappes	O	O
américaines	O	O
et	O	O
britanniques	O	O
.	O	O
Un	O	O
expert	O	O
de	O	O
l	O	O
'	O	O
ONU	O	O
a	O	O
indiqué	O	O
qu	O	O
'	O	O
il	O	O
s	O	O
'	O	O
agissait	O	O
d	O	O
'	O	O
échantillons	O	O
de	O	O
référence	O	O
.	O	O
Ces	O	O
produits	O	O
avaient	O	O
été	O	O
laissés	O	O
sur	O	O
place	O	O
à	O	O
Bagdad	O	O
car	O	O
les	O	O
inspecteurs	O	O
pensaient	O	O
pouvoir	O	O
revenir	O	O
rapidement	O	O
en	O	O
Irak	O	O
,	O	O
a	O	O
dit	O	O
cet	O	O
expert	O	O
.	O	O
/	O	O
afp	B-org.ent.pressagency.afp	B-org.ent.pressagency.afp
Munich	O	O
Le	O	O
Pen	O	O
à	O	O
l	O	O
'	O	O
amende	O	O
Le	O	O
leader	O	O
d	O	O
'	O	O
extrême	O	O
droite	O	O
français	O	O
Jean	O	O
-	O	O
Marie	O	O
Le	O	O
Pen	O	O
a	O	O
été	O	O
condamné	O	O
hier	O	O
pour	O	O
incitation	O	O
à	O	O
la	O	O
haine	O	O
raciale	O	O
par	O	O
un	O	O
tribunal	O	O
.	O	O
de	O	O
Munich	O	O
.	O	O
II	O	O
avait	O	O
qualifié	O	O
les	O	O
chambres	O	O
à	O	O
gaz	O	O
de	O	O
«	O	O
détail	O	O
»	O	O
de	O	O
l	O	O
'	O	O
histoire	O	O
.	O	O
Le	O	O
président	O	O
du	O	O
Front	O	O
national	O	O
a	O	O
été	O	O
condamné	O	O
à	O	O
une	O	O
amende	O	O
,	O	O
a	O	O
annoncé	O	O
hier	O	O
un	O	O
procureur	O	O
de	O	O
Munich	O	O
,	O	O
Manfred	O	O
Wick	O	O
.	O	O
Ce	O	O
dernier	O	O
n	O	O
'	O	O
en	O	O
a	O	O
pas	O	O
précisé	O	O
le	O	O
montant	O	O
,	O	O
la	O	O
procédure	O	O
n	O	O
'	O	O
étant	O	O
pas	O	O
blique	O	O
.	O	O
Cependant	O	O
,	O	O
Me	O	O
Georges	O	O
-	O	O
Paul	O	O
Wagner	O	O
,	O	O
l	O	O
'	O	O
un	O	O
des	O	O
avocats	O	O
de	O	O
M	O	O
.	O	O
Le	O	O
Pen	O	O
,	O	O
a	O	O
déclaré	O	O
à	O	O
I	O	O
'	O	O
Associated	O	B-org.ent.pressagency.ap
Press	O	I-org.ent.pressagency.ap
à	O	O
Paris	O	O
que	O	O
cette	O	O
amende	O	O
atteignait	O	O
un	O	O
montant	O	O
équivalant	O	O
à	O	O
quelque	O	O
45.000	O	O
FF	O	O
.	O	O
(	O	O
11.000	O	O
francs	O	O
suisses	O	O
)	O	O
.	O	O
/	O	O
ats	B-org.ent.pressagency.ats-sda	B-org.ent.pressagency.ats-sda
-	O	O
afp	B-org.ent.pressagency.afp	B-org.ent.pressagency.afp
-	O	O
ap	B-org.ent.pressagency.ap	B-org.ent.pressagency.ap
Etats	O	O
-	O	O
Unis	O	O
Accident	O	O
d	O	O
'	O	O
avion	O	O
Plusieurs	O	O
personnes	O	O
ont	O	O
perdu	O	O
la	O	O
vie	O	O
dans	O	O
l	O	O
'	O	O
accident	O	O
d	O	O
'	O	O
un	O	O
avion	O	O
aux	O	O
Etats	O	O
-	O	O
Unis	O	O
.	O	O
Un	O	O
McDonnell	O	O
Douglas	O	O
de	O	O
la	O	O
compagnie	O	O
American	O	O
Airlines	O	O
a	O	O
quitté	O	O
la	O	O
piste	O	O
à	O	O
l	O	O
'	O	O
atterrissage	O	O
à	O	O
Little	O	O
Rock	O	O
dans	O	O
l	O	O
'	O	O
Arkansas	O	O
.	O	O
L	O	O
'	O	O
appareil	O	O
,	O	O
en	O	O
provenance	O	O
de	O	O
Dallas	O	O
(	O	O
Texas	O	O
)	O	O
s	O	O
'	O	O
est	O	O
posé	O	O
et	O	O
pour	O	O
une	O	O
raison	O	O
inconnue	O	O
a	O	O
quitté	O	O
la	O	O
piste	O	O
et	O	O
s	O	O
'	O	O
est	O	O
brisé	O	O
en	O	O
plusieurs	O	O
morceaux	O	O
.	O	O
Lors	O	O
d	O	O
'	O	O
une	O	O
conférence	O	O
dé	O	O
presse	O	O
,	O	O
la	O	O
compagnie	O	O
aérienne	O	O
a	O	O
annoncé	O	O
hier	O	O
que	O	O
plusieurs	O	O
personnes	O	O
étaient	O	O
décédées	O	O
des	O	O
suites	O	O
de	O	O
cet	O	O
accident	O	O
,	O	O
sans	O	O
pouvoir	O	O
en	O	O
préciser	O	O
le	O	O
nombre	O	O
.	O	O
L	O	O
'	O	O
avion	O	O
transportait	O	O
139	O	O
passagers	O	O
et	O	O
6	O	O
membres	O	O
d	O	O
'	O	O
équipage	O	O
.	O	O
/	O	O
ats	B-org.ent.pressagency.ats-sda	B-org.ent.pressagency.ats-sda
-	O	O
afp	B-org.ent.pressagency.afp	B-org.ent.pressagency.afp

# review_id = validation:EXP-1999-06-03-a-i0122:d5165f73c492413e
# document_id = EXP-1999-06-03-a-i0122
# split = validation
# action = kept_gold
# context = des comptes à l'étranger. / ats-af p Bagdad Toxiques laissés par l'Unscom Le Conseil de sécurité de l'ONU s'est réuni d'urgence mardi à la demande de la Russie. Celle-ci est « alarmée » par le fait que les inspecteurs en désarmement de l'ONU avaient abandonné des substances toxiques clans leurs locaux à Bagdad, ont indiqué des diplomates. L'ambassadeur russe à l'ONU, Sergueï Lavrov, a affirmé devant le Conseil que l'Unscom avait entreposé de « dangereuses substances toxiques au cœur même de Bagdad » qui avait été la cible en décembre dernier de frappes américaines et britanniques. Un expert de l'ONU a indiqué qu'il s'agissait d'échantillons de référence. Ces produits avaient été laissés sur place à Bagdad car les inspecteurs pensaient pouvoir revenir rapidement en Irak, a dit cet expert. / afp Munich Le Pen à l'amende Le leader d'extrême droite français Jean-Marie Le Pen a été condamné hier pour incitation à la haine raciale par un tribunal. de Munich. II avait qualifié les chambres à gaz de « détail » de l'histoire. Le président du Front national a été condamné à une amende, a annoncé hier un procureur de Munich, Manfred Wick. Ce dernier n'en a pas précisé le montant, la procédure n'étant pas blique. Cependant, Me Georges-Paul Wagner, l'un des avocats de M. Le Pen, a déclaré à I'Associated Press à Paris que cette amende atteignait un montant équivalant à quelque 45.000 FF. (11.000 francs suisses). / ats-afp-ap Etats-Unis Accident d'avion Plusieurs personnes ont perdu la vie dans l'accident d'un avion aux Etats-Unis. Un McDonnell Douglas de la compagnie American Airlines a quitté la piste à l'atterrissage à Little Rock dans l'Arkansas. L'appareil, en provenance de Dallas (Texas) s'est posé et pour une raison inconnue a quitté la piste et s'est brisé en plusieurs morceaux. Lors d'une conférence dé presse, la compagnie aérienne a annoncé hier que plusieurs personnes étaient décédées des suites de cet accident, sans pouvoir en préciser le nombre. L'avion transportait 139 passagers et 6 membres d'équipage. / ats-afp
TOKEN	BEFORE_NERTAG	AFTER_NERTAG
des	O	O
comptes	O	O
à	O	O
l	O	O
'	O	O
étranger	O	O
.	O	O
/	O	O
ats	B-org.ent.pressagency.ats-sda	B-org.ent.pressagency.ats-sda
-	O	O
af	B-org.ent.pressagency.afp	B-org.ent.pressagency.afp
p	O	O
Bagdad	O	O
Toxiques	O	O
laissés	O	O
par	O	O
l	O	O
'	O	O
Unscom	O	O
Le	O	O
Conseil	O	O
de	O	O
sécurité	O	O
de	O	O
l	O	O
'	O	O
ONU	O	O
s	O	O
'	O	O
est	O	O
réuni	O	O
d	O	O
'	O	O
urgence	O	O
mardi	O	O
à	O	O
la	O	O
demande	O	O
de	O	O
la	O	O
Russie	O	O
.	O	O
Celle	O	O
-	O	O
ci	O	O
est	O	O
«	O	O
alarmée	O	O
»	O	O
par	O	O
le	O	O
fait	O	O
que	O	O
les	O	O
inspecteurs	O	O
en	O	O
désarmement	O	O
de	O	O
l	O	O
'	O	O
ONU	O	O
avaient	O	O
abandonné	O	O
des	O	O
substances	O	O
toxiques	O	O
clans	O	O
leurs	O	O
locaux	O	O
à	O	O
Bagdad	O	O
,	O	O
ont	O	O
indiqué	O	O
des	O	O
diplomates	O	O
.	O	O
L	O	O
'	O	O
ambassadeur	O	O
russe	O	O
à	O	O
l	O	O
'	O	O
ONU	O	O
,	O	O
Sergueï	O	O
Lavrov	O	O
,	O	O
a	O	O
affirmé	O	O
devant	O	O
le	O	O
Conseil	O	O
que	O	O
l	O	O
'	O	O
Unscom	O	O
avait	O	O
entreposé	O	O
de	O	O
«	O	O
dangereuses	O	O
substances	O	O
toxiques	O	O
au	O	O
cœur	O	O
même	O	O
de	O	O
Bagdad	O	O
»	O	O
qui	O	O
avait	O	O
été	O	O
la	O	O
cible	O	O
en	O	O
décembre	O	O
dernier	O	O
de	O	O
frappes	O	O
américaines	O	O
et	O	O
